reseña_id,libro_id,cliente_id,calificacion,comentario,fecha_reseña
1086,262-0-76-795757-7,756,3,"Regular, algunas partes aburridas.",2025-07-01
1087,781-8-91-371894-2,293,1,"No me gustó nada, mal escrito.",2022-06-15
1088,099-8-61-622999-4,740,4,"Muy bueno, aunque esperaba un poco más.",2023-09-20
1089,487-4-11-486267-2,334,3,"Regular, algunas partes aburridas.",2023-08-18
1090,622-5-22-372817-1,223,2,"Demasiado simple, le falta desarrollo.",2021-08-03
1091,784-3-61-424426-1,739,3,"Está bien, pero no me atrapó del todo.",2024-03-10
1092,385-1-63-578116-4,304,3,"Correcto, aunque esperaba más profundidad.",2023-08-14
1093,377-7-29-665633-0,362,4,"Cumple lo que promete, recomendable.",2023-07-23
1094,650-9-96-218366-9,776,5,"Magnífico, superó mis expectativas.",2022-07-03
1095,692-8-04-179588-1,380,4,"Buena historia, bien desarrollada.",2023-04-21
1096,242-7-67-746259-3,382,1,No vale la pena leerlo.,2024-05-22
1097,356-1-40-081452-1,234,2,"Demasiado simple, le falta desarrollo.",2023-07-27
1098,350-0-78-836922-3,780,1,De los peores libros que he leído.,2021-07-30
1099,359-0-94-904447-2,280,2,Poco claro en algunos capítulos.,2023-08-01
1100,413-3-95-479406-3,291,3,"Pasable, lectura ligera.",2020-02-16
1101,007-2-27-683527-3,415,2,"Flojo, esperaba más del autor.",2023-12-06
1102,922-1-00-720409-8,311,1,"Muy malo, una pérdida de tiempo.",2024-04-29
1103,481-5-98-826874-0,630,2,"No lo recomendaría, bastante predecible.",2025-07-12
1104,414-1-24-043968-0,560,5,De lo mejor que he leído últimamente.,2021-02-19
1105,951-9-74-395044-8,792,2,No me convenció la trama.,2025-01-22
1106,585-7-56-766708-6,235,3,"Está bien, pero no me atrapó del todo.",2023-07-29
1107,982-4-37-804704-4,308,1,Confuso y aburrido.,2021-11-27
1108,645-4-03-002143-8,365,1,No vale la pena leerlo.,2021-01-16
1109,771-5-68-539091-1,695,1,De los peores libros que he leído.,2021-11-06
1110,695-7-07-130802-0,645,2,"Flojo, esperaba más del autor.",2021-02-18
1111,359-0-94-904447-2,411,2,"No lo recomendaría, bastante predecible.",2022-12-22
1112,891-6-24-410667-0,505,2,"Flojo, esperaba más del autor.",2020-07-22
1113,519-6-83-948422-9,786,5,De lo mejor que he leído últimamente.,2021-09-21
1114,968-5-49-822749-1,570,1,De los peores libros que he leído.,2020-12-24
1115,870-2-78-537982-2,692,2,"Flojo, esperaba más del autor.",2020-04-15
1116,476-1-11-079764-3,375,3,"Está bien, pero no me atrapó del todo.",2025-04-23
1117,293-8-44-013480-2,516,4,"Cumple lo que promete, recomendable.",2025-06-26
1118,557-1-42-116220-2,294,5,De lo mejor que he leído últimamente.,2022-01-27
1119,731-6-33-243087-7,591,3,"Regular, algunas partes aburridas.",2024-12-30
1120,112-6-69-121535-2,470,4,"Cumple lo que promete, recomendable.",2022-12-14
1121,203-6-68-642778-5,476,5,"Excelente libro, lo recomiendo totalmente.",2021-09-11
1122,795-5-15-122946-2,288,3,Tiene puntos interesantes pero no destaca.,2024-08-22
1123,870-8-80-635729-9,433,5,"Excelente libro, lo recomiendo totalmente.",2024-05-04
1124,841-0-69-777532-7,629,5,De lo mejor que he leído últimamente.,2022-08-23
1125,886-1-36-432359-2,507,1,De los peores libros que he leído.,2020-05-22
1126,704-9-98-831206-7,785,5,"Simplemente perfecto, gran autor.",2021-08-26
1127,650-2-00-024539-8,660,2,No me convenció la trama.,2022-05-17
1128,688-3-00-483793-3,330,1,De los peores libros que he leído.,2020-11-16
1129,108-8-34-442537-5,407,2,"Demasiado simple, le falta desarrollo.",2022-11-22
1130,191-5-18-136900-8,269,1,De los peores libros que he leído.,2024-06-15
1131,545-2-19-092671-7,534,3,Tiene puntos interesantes pero no destaca.,2025-02-19
1132,926-1-42-939685-8,736,4,"Muy bueno, aunque esperaba un poco más.",2024-08-24
1133,109-7-94-122487-8,352,5,"Simplemente perfecto, gran autor.",2021-02-14
1134,290-1-62-047876-8,777,1,Confuso y aburrido.,2023-11-09
1135,036-4-87-372590-4,471,4,"Cumple lo que promete, recomendable.",2025-04-21
1136,851-4-03-696566-7,377,3,"Pasable, lectura ligera.",2021-08-12
1137,152-3-48-417193-0,612,1,De los peores libros que he leído.,2023-09-19
1138,290-4-95-776253-1,251,4,"Buena historia, bien desarrollada.",2024-03-05
1139,074-5-05-444713-4,546,3,"Correcto, aunque esperaba más profundidad.",2023-02-22
1140,506-8-90-255288-6,301,2,No me convenció la trama.,2023-05-15
1141,953-4-29-703977-7,529,3,"Pasable, lectura ligera.",2020-12-31
1142,580-5-01-417165-5,653,2,"No lo recomendaría, bastante predecible.",2025-06-07
1143,301-6-18-804112-1,583,1,No vale la pena leerlo.,2021-10-13
1144,761-8-20-916601-9,519,5,De lo mejor que he leído últimamente.,2021-07-09
1145,675-8-13-434477-7,783,1,"No me gustó nada, mal escrito.",2022-02-28
1146,489-5-38-294419-8,260,2,"Flojo, esperaba más del autor.",2025-02-12
1147,821-4-56-532863-5,570,2,Poco claro en algunos capítulos.,2024-02-17
1148,690-5-91-837653-4,718,4,"Muy bueno, aunque esperaba un poco más.",2020-05-05
1149,861-0-85-973586-6,582,4,"Buen libro, aunque con algunos altibajos.",2025-01-01
1150,264-5-63-391729-5,686,5,"Simplemente perfecto, gran autor.",2023-12-03
1151,338-7-89-591905-9,368,3,"Está bien, pero no me atrapó del todo.",2023-03-13
1152,258-8-74-495621-3,596,1,"No me gustó nada, mal escrito.",2022-05-27
1153,644-5-94-761218-5,431,2,Poco claro en algunos capítulos.,2024-08-04
1154,966-2-72-507012-9,221,1,De los peores libros que he leído.,2021-06-25
1155,045-8-83-114147-6,209,2,Poco claro en algunos capítulos.,2023-06-05
1156,256-9-61-921269-6,634,4,"Buena historia, bien desarrollada.",2025-02-23
1157,357-5-38-481115-5,424,4,"Buena historia, bien desarrollada.",2024-06-14
1158,619-6-23-268625-0,305,1,No vale la pena leerlo.,2024-03-12
1159,293-8-62-918793-3,490,3,"Está bien, pero no me atrapó del todo.",2025-05-27
1160,787-2-56-862110-1,545,3,"Correcto, aunque esperaba más profundidad.",2023-02-08
1161,982-4-37-804704-4,506,2,No me convenció la trama.,2025-10-19
1162,682-7-84-726439-6,259,5,De lo mejor que he leído últimamente.,2023-08-02
1163,861-9-93-145843-3,227,4,"Buena historia, bien desarrollada.",2022-11-28
1164,361-1-16-859524-5,615,4,"Muy bueno, aunque esperaba un poco más.",2022-02-16
1165,200-0-13-278928-4,428,5,De lo mejor que he leído últimamente.,2024-01-08
1166,810-6-59-503632-4,508,2,"Demasiado simple, le falta desarrollo.",2022-01-11
1167,398-3-66-609797-3,300,4,Interesante y bien estructurado.,2022-11-25
1168,369-0-86-602296-3,388,3,"Está bien, pero no me atrapó del todo.",2022-06-29
1169,673-2-38-368414-3,429,3,"Pasable, lectura ligera.",2023-09-19
1170,685-7-43-973847-9,467,5,"Magnífico, superó mis expectativas.",2025-03-14
1171,678-1-27-782210-9,682,1,No vale la pena leerlo.,2020-10-18
1172,720-1-64-854713-8,400,5,"Excelente libro, lo recomiendo totalmente.",2024-04-12
1173,415-3-61-451831-0,506,4,"Muy bueno, aunque esperaba un poco más.",2021-09-09
1174,332-2-28-019442-0,406,3,"Pasable, lectura ligera.",2025-02-17
1175,800-3-66-602000-1,524,2,"Flojo, esperaba más del autor.",2025-06-20
1176,641-0-31-841732-4,382,3,"Está bien, pero no me atrapó del todo.",2020-01-20
1177,026-1-67-167270-9,481,2,No me convenció la trama.,2021-10-10
1178,681-2-30-532526-9,291,2,"Demasiado simple, le falta desarrollo.",2024-11-11
1179,074-9-81-886961-3,614,4,"Cumple lo que promete, recomendable.",2024-04-19
1180,799-7-99-552717-5,239,5,"Una lectura imprescindible, muy bien escrito.",2024-03-08
1181,191-8-25-537147-1,530,5,"Una lectura imprescindible, muy bien escrito.",2020-03-14
1182,815-6-14-978403-4,455,2,Poco claro en algunos capítulos.,2023-07-02
1183,728-3-39-121870-1,306,4,"Buen libro, aunque con algunos altibajos.",2023-06-07
1184,910-3-90-912030-3,267,1,Confuso y aburrido.,2023-04-06
1185,954-4-95-697755-5,733,5,"Simplemente perfecto, gran autor.",2023-10-15
1186,298-4-75-487009-7,338,3,"Pasable, lectura ligera.",2024-01-11
1187,693-1-80-620073-5,369,4,"Muy bueno, aunque esperaba un poco más.",2022-07-24
1188,035-8-62-405744-4,335,2,"Flojo, esperaba más del autor.",2025-08-28
1189,227-7-77-331680-7,327,3,"Está bien, pero no me atrapó del todo.",2024-03-16
1190,239-5-67-217618-3,748,5,"Excelente libro, lo recomiendo totalmente.",2020-07-15
1191,627-7-65-725659-1,221,1,"Muy malo, una pérdida de tiempo.",2024-09-03
1192,806-9-55-211095-9,590,1,No vale la pena leerlo.,2022-11-01
1193,454-5-36-793263-3,357,2,"Flojo, esperaba más del autor.",2023-05-18
1194,790-2-38-940569-4,304,5,"Magnífico, superó mis expectativas.",2021-07-15
1195,579-6-19-423802-6,308,5,"Simplemente perfecto, gran autor.",2021-04-27
1196,159-0-51-823772-6,317,1,De los peores libros que he leído.,2022-03-24
1197,987-0-37-844576-2,405,3,Tiene puntos interesantes pero no destaca.,2022-04-06
1198,243-7-42-822022-8,620,3,"Regular, algunas partes aburridas.",2020-06-10
1199,191-7-70-198277-3,709,2,"No lo recomendaría, bastante predecible.",2023-09-16
1200,895-5-46-565317-4,203,1,"Muy malo, una pérdida de tiempo.",2021-03-28
1201,228-8-03-260297-5,706,2,"Flojo, esperaba más del autor.",2025-09-26
1202,983-3-47-743326-9,304,3,"Regular, algunas partes aburridas.",2025-02-13
1203,257-3-12-536127-4,471,4,"Muy bueno, aunque esperaba un poco más.",2021-02-12
1204,186-3-72-631995-0,241,3,"Correcto, aunque esperaba más profundidad.",2023-07-04
1205,149-3-25-485928-6,319,1,"Muy malo, una pérdida de tiempo.",2020-02-09
1206,759-8-89-786533-6,375,3,"Correcto, aunque esperaba más profundidad.",2024-11-27
1207,283-2-67-011678-5,296,3,"Correcto, aunque esperaba más profundidad.",2022-01-19
1208,269-4-28-946420-2,611,4,"Cumple lo que promete, recomendable.",2023-01-18
1209,440-9-38-654719-6,690,4,Interesante y bien estructurado.,2021-04-08
1210,452-0-36-089411-9,261,2,"Flojo, esperaba más del autor.",2024-08-31
1211,110-8-71-540992-3,695,5,De lo mejor que he leído últimamente.,2022-01-12
1212,749-6-87-574465-2,568,5,"Excelente libro, lo recomiendo totalmente.",2021-06-19
1213,457-1-61-563360-1,700,1,De los peores libros que he leído.,2024-12-10
1214,820-8-29-737489-3,265,3,"Correcto, aunque esperaba más profundidad.",2020-02-20
1215,514-1-20-119067-3,791,5,"Una lectura imprescindible, muy bien escrito.",2023-10-17
1216,805-9-51-556746-3,736,5,"Excelente libro, lo recomiendo totalmente.",2024-11-07
1217,552-6-72-036702-5,694,3,"Pasable, lectura ligera.",2021-08-31
1218,108-1-65-359851-8,256,1,"No me gustó nada, mal escrito.",2025-09-01
1219,273-8-39-688560-1,708,2,"Flojo, esperaba más del autor.",2025-07-06
1220,334-9-22-777085-1,447,3,"Correcto, aunque esperaba más profundidad.",2020-07-25
1221,142-3-52-794340-4,429,5,De lo mejor que he leído últimamente.,2024-07-09
1222,609-0-93-716458-0,281,4,"Cumple lo que promete, recomendable.",2025-01-09
1223,740-3-34-450566-9,711,4,"Buena historia, bien desarrollada.",2021-05-01
1224,600-8-88-439134-8,219,1,De los peores libros que he leído.,2024-08-15
1225,629-1-45-046173-0,771,5,"Excelente libro, lo recomiendo totalmente.",2021-01-07
1226,157-9-61-428234-2,512,5,"Simplemente perfecto, gran autor.",2022-04-27
1227,778-7-34-137230-2,550,3,"Está bien, pero no me atrapó del todo.",2022-07-02
1228,723-8-61-601861-1,540,5,"Simplemente perfecto, gran autor.",2025-04-21
1229,859-9-19-776385-7,664,1,"Muy malo, una pérdida de tiempo.",2022-06-27
1230,533-9-42-104709-3,550,3,"Correcto, aunque esperaba más profundidad.",2024-03-11
1231,128-4-00-838507-2,247,2,"No lo recomendaría, bastante predecible.",2021-07-29
1232,682-1-63-629703-9,310,3,Tiene puntos interesantes pero no destaca.,2022-03-13
1233,501-6-27-629226-6,324,4,Interesante y bien estructurado.,2025-02-15
1234,044-3-18-343695-0,547,1,De los peores libros que he leído.,2020-07-09
1235,927-4-53-795696-8,327,4,"Cumple lo que promete, recomendable.",2025-08-27
1236,029-1-61-746902-5,711,1,No vale la pena leerlo.,2020-07-17
1237,486-5-79-681032-7,644,5,De lo mejor que he leído últimamente.,2025-09-13
1238,161-5-38-116837-0,793,2,No me convenció la trama.,2021-02-28
1239,315-1-31-356117-1,530,5,De lo mejor que he leído últimamente.,2024-09-10
1240,987-0-37-844576-2,455,3,"Pasable, lectura ligera.",2023-11-05
1241,753-9-87-245819-8,664,2,No me convenció la trama.,2024-08-17
1242,978-0-55-014430-0,725,3,Tiene puntos interesantes pero no destaca.,2023-07-09
1243,437-8-14-119587-6,423,2,No me convenció la trama.,2023-04-05
1244,706-7-64-428630-9,336,2,"Demasiado simple, le falta desarrollo.",2023-08-13
1245,312-3-45-506882-5,561,5,De lo mejor que he leído últimamente.,2024-09-05
1246,674-0-01-847669-8,493,4,"Muy bueno, aunque esperaba un poco más.",2021-03-12
1247,881-4-35-368222-4,591,2,"Flojo, esperaba más del autor.",2020-08-19
1248,791-0-05-932572-2,474,2,Poco claro en algunos capítulos.,2022-10-23
1249,033-1-83-611338-2,264,3,"Regular, algunas partes aburridas.",2020-05-12
1250,422-0-70-431077-9,664,1,No vale la pena leerlo.,2022-07-07
1251,496-7-77-619202-4,599,2,"Demasiado simple, le falta desarrollo.",2023-03-24
1252,604-1-77-656124-5,591,4,"Cumple lo que promete, recomendable.",2023-07-04
1253,760-8-30-735460-9,256,1,Confuso y aburrido.,2022-04-11
1254,953-4-29-703977-7,431,3,Tiene puntos interesantes pero no destaca.,2022-03-15
1255,130-7-16-753216-0,502,4,Interesante y bien estructurado.,2020-11-01
1256,283-5-41-589290-6,378,5,"Excelente libro, lo recomiendo totalmente.",2024-03-25
1257,701-0-82-207811-1,639,3,Tiene puntos interesantes pero no destaca.,2022-12-18
1258,093-2-01-265789-0,365,5,"Magnífico, superó mis expectativas.",2020-01-24
1259,230-6-36-578371-7,678,2,"Flojo, esperaba más del autor.",2021-09-21
1260,213-2-67-763831-1,253,5,"Magnífico, superó mis expectativas.",2025-07-02
1261,018-9-13-887217-5,764,3,"Está bien, pero no me atrapó del todo.",2023-07-25
1262,880-2-72-099352-3,426,2,"Demasiado simple, le falta desarrollo.",2020-10-06
1263,111-3-54-925867-8,364,4,"Buen libro, aunque con algunos altibajos.",2024-07-10
1264,039-2-05-146074-3,558,2,No me convenció la trama.,2023-09-21
1265,359-0-94-904447-2,570,3,"Regular, algunas partes aburridas.",2025-04-29
1266,579-4-31-936671-5,210,1,Confuso y aburrido.,2024-12-30
1267,682-7-84-726439-6,450,1,Confuso y aburrido.,2024-04-11
1268,515-8-48-266913-2,596,3,Tiene puntos interesantes pero no destaca.,2023-03-04
1269,305-6-16-484085-0,730,3,Tiene puntos interesantes pero no destaca.,2025-09-14
1270,217-8-56-343614-2,699,1,Confuso y aburrido.,2022-02-27
1271,031-5-18-617598-6,727,1,"Muy malo, una pérdida de tiempo.",2021-11-16
1272,138-4-33-213300-1,747,1,"Muy malo, una pérdida de tiempo.",2022-05-13
1273,034-3-83-000914-1,635,1,"No me gustó nada, mal escrito.",2024-11-17
1274,685-0-74-510663-5,358,1,De los peores libros que he leído.,2023-09-20
1275,781-8-91-371894-2,290,1,"Muy malo, una pérdida de tiempo.",2021-12-30
1276,749-3-54-921018-5,772,1,No vale la pena leerlo.,2022-07-21
1277,121-0-40-725453-4,618,4,"Cumple lo que promete, recomendable.",2024-07-14
1278,492-4-60-128549-8,524,1,De los peores libros que he leído.,2021-04-29
1279,228-0-29-798013-3,207,5,"Excelente libro, lo recomiendo totalmente.",2020-07-05
1280,209-5-79-073710-4,567,5,"Excelente libro, lo recomiendo totalmente.",2023-04-02
1281,078-6-95-760188-9,289,3,"Pasable, lectura ligera.",2024-04-11
1282,811-7-96-330507-2,232,4,Interesante y bien estructurado.,2022-06-19
1283,377-7-29-665633-0,601,5,"Magnífico, superó mis expectativas.",2021-08-13
1284,650-4-60-262247-8,583,1,No vale la pena leerlo.,2021-08-02
1285,034-0-30-109567-2,243,1,No vale la pena leerlo.,2024-06-02
1286,981-1-07-808766-1,761,1,Confuso y aburrido.,2022-05-10
1287,243-8-21-462922-5,417,4,"Buen libro, aunque con algunos altibajos.",2021-08-06
1288,641-0-09-538557-1,389,2,"Demasiado simple, le falta desarrollo.",2022-11-01
1289,992-1-77-351668-4,318,2,"Demasiado simple, le falta desarrollo.",2020-08-10
1290,095-1-13-912227-2,673,5,"Excelente libro, lo recomiendo totalmente.",2023-04-05
1291,830-3-41-990970-7,457,1,"No me gustó nada, mal escrito.",2025-06-18
1292,944-3-88-269769-1,566,2,No me convenció la trama.,2021-02-13
1293,601-7-43-040256-8,272,2,Poco claro en algunos capítulos.,2025-06-13
1294,608-2-47-407943-4,537,5,"Magnífico, superó mis expectativas.",2021-09-16
1295,110-1-76-602791-7,781,3,"Correcto, aunque esperaba más profundidad.",2024-10-20
1296,914-0-16-933284-8,205,3,"Regular, algunas partes aburridas.",2022-06-26
1297,768-2-51-528800-0,484,3,"Regular, algunas partes aburridas.",2023-09-20
1298,592-5-12-118946-3,674,4,"Buena historia, bien desarrollada.",2023-06-05
1299,623-1-47-012605-9,765,1,"No me gustó nada, mal escrito.",2020-12-01
1300,032-8-26-735490-3,344,5,"Una lectura imprescindible, muy bien escrito.",2022-12-14
1301,049-6-70-667033-1,278,1,No vale la pena leerlo.,2020-05-07
1302,826-1-36-243419-9,793,4,"Buen libro, aunque con algunos altibajos.",2022-05-21
1303,773-3-29-456255-0,765,3,Tiene puntos interesantes pero no destaca.,2025-04-17
1304,753-5-84-640510-6,575,4,Interesante y bien estructurado.,2023-04-06
1305,721-6-88-005378-1,676,5,"Simplemente perfecto, gran autor.",2021-01-05
1306,923-4-44-055724-9,573,5,"Excelente libro, lo recomiendo totalmente.",2022-09-05
1307,304-5-41-840398-9,727,2,"No lo recomendaría, bastante predecible.",2021-10-14
1308,948-9-93-005195-4,780,5,"Una lectura imprescindible, muy bien escrito.",2025-06-03
1309,589-3-67-428601-7,242,2,"No lo recomendaría, bastante predecible.",2022-08-07
1310,446-8-34-146511-1,471,3,"Regular, algunas partes aburridas.",2020-06-24
1311,033-2-49-675745-9,731,3,"Pasable, lectura ligera.",2025-04-07
1312,884-9-74-163228-4,248,1,Confuso y aburrido.,2021-02-26
1313,426-8-90-175017-2,481,3,Tiene puntos interesantes pero no destaca.,2021-12-13
1314,743-8-94-752897-5,588,3,Tiene puntos interesantes pero no destaca.,2020-11-14
1315,061-0-29-674697-3,458,4,Interesante y bien estructurado.,2025-10-16
1316,021-4-89-040113-1,562,3,"Pasable, lectura ligera.",2025-05-28
1317,157-9-61-428234-2,207,5,"Una lectura imprescindible, muy bien escrito.",2024-12-06
1318,456-3-40-918580-9,436,1,No vale la pena leerlo.,2023-02-24
1319,534-9-41-971575-0,354,2,No me convenció la trama.,2024-01-23
1320,000-3-88-911320-5,322,2,"No lo recomendaría, bastante predecible.",2023-09-14
1321,515-8-48-266913-2,694,4,"Cumple lo que promete, recomendable.",2022-05-13
1322,110-8-71-540992-3,366,4,"Muy bueno, aunque esperaba un poco más.",2022-09-25
1323,787-3-00-244714-1,331,5,"Simplemente perfecto, gran autor.",2021-10-21
1324,841-9-66-229131-2,725,1,No vale la pena leerlo.,2021-08-24
1325,392-8-40-445669-8,371,3,"Regular, algunas partes aburridas.",2025-10-17
1326,927-2-77-834079-9,778,1,Confuso y aburrido.,2020-12-17
1327,867-2-33-104481-1,660,5,De lo mejor que he leído últimamente.,2025-05-26
1328,405-1-66-545122-1,425,4,"Buen libro, aunque con algunos altibajos.",2021-08-07
1329,601-9-46-116081-3,387,5,"Simplemente perfecto, gran autor.",2022-12-19
1330,070-4-72-660235-6,551,4,"Buen libro, aunque con algunos altibajos.",2020-10-08
1331,858-2-58-545513-7,588,4,Interesante y bien estructurado.,2021-03-20
1332,481-4-91-778507-5,408,5,"Simplemente perfecto, gran autor.",2024-09-15
1333,109-7-94-122487-8,299,2,"No lo recomendaría, bastante predecible.",2020-06-08
1334,499-3-94-522791-4,716,1,"Muy malo, una pérdida de tiempo.",2025-05-29
1335,692-1-18-824199-0,753,1,De los peores libros que he leído.,2024-09-19
1336,537-0-06-323998-9,245,5,De lo mejor que he leído últimamente.,2022-07-28
1337,249-3-87-138992-9,591,3,Tiene puntos interesantes pero no destaca.,2021-02-04
1338,608-5-58-834856-4,338,3,"Pasable, lectura ligera.",2022-08-10
1339,558-0-99-613273-2,491,5,"Simplemente perfecto, gran autor.",2024-07-31
1340,144-2-67-353842-5,394,1,"Muy malo, una pérdida de tiempo.",2021-04-27
1341,032-2-21-138869-3,208,4,Interesante y bien estructurado.,2023-07-17
1342,776-1-96-079117-1,571,1,"No me gustó nada, mal escrito.",2024-10-11
1343,707-2-17-699959-7,460,3,Tiene puntos interesantes pero no destaca.,2024-09-30
1344,077-1-42-105435-3,575,5,"Magnífico, superó mis expectativas.",2024-06-15
1345,147-9-73-418559-5,624,5,"Simplemente perfecto, gran autor.",2025-05-30
1346,107-4-91-619423-7,580,5,"Simplemente perfecto, gran autor.",2025-06-04
1347,667-4-08-772107-9,515,5,"Magnífico, superó mis expectativas.",2024-06-18
1348,712-1-24-139369-0,322,2,"No lo recomendaría, bastante predecible.",2021-10-24
1349,339-4-39-457039-1,420,5,De lo mejor que he leído últimamente.,2023-10-18
1350,408-4-87-426154-1,254,2,"No lo recomendaría, bastante predecible.",2020-01-22
1351,484-3-99-106227-7,349,4,"Buen libro, aunque con algunos altibajos.",2024-11-18
1352,132-5-79-706734-0,266,3,"Regular, algunas partes aburridas.",2024-02-27
1353,440-3-30-416624-7,239,4,"Cumple lo que promete, recomendable.",2023-03-19
1354,309-6-12-734857-3,259,2,"No lo recomendaría, bastante predecible.",2024-12-03
1355,478-6-86-337524-5,407,5,"Magnífico, superó mis expectativas.",2022-03-08
1356,823-2-98-324826-7,723,5,"Una lectura imprescindible, muy bien escrito.",2021-11-25
1357,230-7-68-104091-1,569,2,"Flojo, esperaba más del autor.",2021-10-06
1358,872-7-60-153433-9,483,4,"Buena historia, bien desarrollada.",2024-06-06
1359,927-2-77-834079-9,406,5,"Excelente libro, lo recomiendo totalmente.",2020-10-08
1360,859-1-77-932382-4,763,3,Tiene puntos interesantes pero no destaca.,2023-11-26
1361,080-0-50-908306-7,484,2,"Demasiado simple, le falta desarrollo.",2022-03-07
1362,602-3-52-179211-1,614,5,"Excelente libro, lo recomiendo totalmente.",2022-12-05
1363,344-4-86-722883-7,617,5,"Excelente libro, lo recomiendo totalmente.",2020-10-23
1364,616-6-11-857001-0,502,3,"Está bien, pero no me atrapó del todo.",2025-10-03
1365,144-2-67-353842-5,751,5,"Magnífico, superó mis expectativas.",2024-12-18
1366,377-3-12-524587-4,777,4,Interesante y bien estructurado.,2023-10-23
1367,957-8-74-411284-2,672,5,"Excelente libro, lo recomiendo totalmente.",2025-05-28
1368,483-8-93-595382-7,465,1,De los peores libros que he leído.,2022-06-21
1369,482-3-67-883873-9,524,4,"Buena historia, bien desarrollada.",2025-10-16
1370,935-1-70-871650-4,210,3,"Regular, algunas partes aburridas.",2023-03-22
1371,583-7-49-079779-1,609,3,"Está bien, pero no me atrapó del todo.",2022-01-01
1372,601-9-66-679399-1,522,3,"Regular, algunas partes aburridas.",2023-01-07
1373,417-8-37-659153-1,395,4,Interesante y bien estructurado.,2022-08-19
1374,470-2-63-276765-3,472,2,No me convenció la trama.,2022-04-10
1375,179-3-64-708944-4,565,2,"Flojo, esperaba más del autor.",2021-05-06
1376,347-5-09-889864-3,705,5,"Excelente libro, lo recomiendo totalmente.",2020-06-22
1377,458-9-05-730199-6,581,5,"Magnífico, superó mis expectativas.",2025-07-09
1378,214-8-68-823855-6,482,4,Interesante y bien estructurado.,2025-09-24
1379,703-8-54-787268-5,608,2,"Demasiado simple, le falta desarrollo.",2021-06-09
1380,070-4-96-110804-0,739,4,"Cumple lo que promete, recomendable.",2020-05-13
1381,983-2-92-401162-3,556,4,Interesante y bien estructurado.,2025-02-15
1382,551-3-05-570836-4,731,4,"Buena historia, bien desarrollada.",2020-02-04
1383,287-2-80-801006-6,416,4,"Buen libro, aunque con algunos altibajos.",2021-02-16
1384,691-0-82-965612-5,571,5,"Magnífico, superó mis expectativas.",2022-02-05
1385,584-4-57-352640-7,470,2,Poco claro en algunos capítulos.,2025-04-14
1386,861-4-02-454224-2,575,2,"No lo recomendaría, bastante predecible.",2024-10-02
1387,650-0-32-990900-7,630,3,"Correcto, aunque esperaba más profundidad.",2024-06-28
1388,511-1-56-733851-4,662,2,"Demasiado simple, le falta desarrollo.",2021-06-21
1389,935-8-83-978479-2,435,1,Confuso y aburrido.,2022-08-23
1390,406-4-67-651727-5,643,4,Interesante y bien estructurado.,2021-08-20
1391,109-7-94-122487-8,685,1,"No me gustó nada, mal escrito.",2024-09-22
1392,238-8-40-995550-2,338,5,"Simplemente perfecto, gran autor.",2023-07-17
1393,623-9-37-840871-0,508,3,Tiene puntos interesantes pero no destaca.,2020-07-14
1394,505-6-24-481888-3,302,2,"Flojo, esperaba más del autor.",2022-06-01
1395,050-7-07-750884-7,688,1,De los peores libros que he leído.,2023-10-02
1396,898-3-18-730950-5,570,3,Tiene puntos interesantes pero no destaca.,2022-11-21
1397,939-3-50-462933-6,221,4,"Muy bueno, aunque esperaba un poco más.",2023-12-09
1398,887-5-25-768752-4,404,5,"Simplemente perfecto, gran autor.",2021-12-15
1399,400-0-40-756023-3,564,3,Tiene puntos interesantes pero no destaca.,2025-06-19
1400,424-2-78-412876-1,281,4,"Buen libro, aunque con algunos altibajos.",2023-03-19
1401,564-6-67-667491-3,349,2,Poco claro en algunos capítulos.,2024-09-23
1402,349-1-02-639864-1,615,1,"Muy malo, una pérdida de tiempo.",2021-10-25
1403,307-0-90-633602-9,434,3,"Correcto, aunque esperaba más profundidad.",2023-04-08
1404,023-1-89-672012-7,605,3,"Pasable, lectura ligera.",2024-01-27
1405,207-2-79-999499-8,734,4,"Cumple lo que promete, recomendable.",2021-11-16
1406,336-7-96-082896-7,224,2,No me convenció la trama.,2022-10-27
1407,440-3-30-416624-7,416,2,"No lo recomendaría, bastante predecible.",2021-02-25
1408,255-0-21-306090-5,266,4,"Buen libro, aunque con algunos altibajos.",2020-08-08
1409,659-1-84-638655-6,607,5,"Excelente libro, lo recomiendo totalmente.",2021-03-01
1410,457-6-77-657666-8,360,1,De los peores libros que he leído.,2023-06-21
1411,160-3-78-110570-5,454,3,"Pasable, lectura ligera.",2021-06-01
1412,716-1-98-273481-9,740,2,"Flojo, esperaba más del autor.",2020-05-23
1413,872-3-90-371558-2,534,4,"Cumple lo que promete, recomendable.",2023-01-20
1414,584-4-57-352640-7,656,2,"Demasiado simple, le falta desarrollo.",2021-12-26
1415,254-8-35-459957-6,668,5,De lo mejor que he leído últimamente.,2023-06-22
1416,869-6-11-084039-5,694,5,"Una lectura imprescindible, muy bien escrito.",2021-01-01
1417,427-3-59-840705-6,516,3,"Pasable, lectura ligera.",2022-11-30
1418,972-3-60-244654-0,511,1,"Muy malo, una pérdida de tiempo.",2021-07-12
1419,138-5-22-359062-0,494,4,"Buen libro, aunque con algunos altibajos.",2020-02-04
1420,309-0-53-301925-6,689,3,"Está bien, pero no me atrapó del todo.",2024-10-29
1421,895-5-71-319844-0,437,1,No vale la pena leerlo.,2024-03-10
